battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
0.1697,1,0.06999999999999999,0,0.01,1,0.34,0.01,0.095,0.1,0.03,0.0236,0.1264,high,0.15,0.09,0.08,1,1,0,0.3
0.133,1,0.13,1,0.14,0,0.03,0.03,0.083,0.5,0.17,0.098,0.1262,low,0.14,0.06,0.11,1,0,1,0.0
0.1476,0,0.05,0,0.0,1,0.43,0.06999999999999999,0.148,0.2,0.02,0.1789,0.1972,high,0.15,0.1,0.06,1,0,1,0.3
0.1579,1,0.15,0,0.0,0,0.27,0.02,0.142,0.6,0.18,0.0831,0.1484,mid,0.16,0.04,0.1,1,1,1,0.1
0.1277,0,0.3,0,0.0,1,0.41,0.03,0.2,0.4,0.03,0.0902,0.109,low,0.09,0.04,0.14,1,1,1,0.0
0.1089,1,0.09,1,0.12,1,0.02,0.06999999999999999,0.145,0.5,0.15,0.0636,0.1259,high,0.13,0.12,0.1,1,0,1,0.2
0.1663,1,0.25,1,0.13,1,0.27,0.03,0.169,0.4,0.14,0.0831,0.1439,mid,0.07,0.01,0.18,1,0,0,0.2
0.1949,0,0.18,0,0.0,0,0.2,0.08,0.186,0.5,0.04,0.0518,0.0592,low,0.17,0.1,0.09,1,0,0,0.1
0.1138,0,0.11000000000000001,0,0.05,1,0.48,0.06,0.109,0.3,0.14,0.0233,0.1777,mid,0.06,0.0,0.18,1,1,1,0.2
0.0685,0,0.27,0,0.07,0,0.17,0.03,0.174,0.6,0.2,0.0725,0.087,low,0.08,0.0,0.18,1,0,1,0.0
0.1889,0,0.27999999999999997,0,0.05,1,0.31,0.1,0.132,0.1,0.1,0.017,0.1106,high,0.05,0.01,0.03,1,1,1,0.3
0.0857,1,0.2,1,0.03,0,0.17,0.02,0.195,0.7,0.09,0.0157,0.0948,high,0.17,0.05,0.13,1,1,0,0.2
0.1902,0,0.27999999999999997,1,0.06,0,0.5,0.08,0.124,0.8,0.09,0.1142,0.1393,low,0.11,0.08,0.18,1,1,0,0.0
0.1225,1,0.24,0,0.0,0,0.15,0.01,0.155,0.5,0.0,0.084,0.0982,mid,0.16,0.08,0.15,1,1,0,0.1
0.1066,0,0.16,0,0.05,0,0.39,0.06,0.131,0.5,0.17,0.0401,0.1586,high,0.06,0.0,0.17,1,1,1,0.2
0.1554,1,0.05,1,0.11,0,0.05,0.1,0.124,0.3,0.12,0.0395,0.1579,high,0.07,0.04,0.18,1,0,0,0.3
0.1337,0,0.05,0,0.13,0,0.31,0.08,0.186,0.2,0.2,0.0048,0.0644,mid,0.07,0.04,0.16,1,0,1,0.1
0.1926,1,0.16999999999999998,1,0.01,1,0.33,0.04,0.172,0.3,0.02,0.0982,0.1157,mid,0.06,0.01,0.14,1,0,0,0.2
0.0869,0,0.13,1,0.03,0,0.34,0.01,0.104,0.2,0.04,0.0478,0.0539,high,0.13,0.03,0.11,1,0,0,0.3
0.1278,1,0.05,1,0.01,0,0.54,0.01,0.104,0.8,0.16,0.0581,0.075,low,0.07,0.01,0.2,1,0,1,0.0
0.1773,1,0.25,0,0.16,1,0.32,0.06,0.17,0.6,0.18,0.1215,0.1472,high,0.17,0.06,0.13,1,0,1,0.3
0.1661,1,0.08,1,0.01,1,0.06,0.1,0.109,0.7,0.02,0.0594,0.1337,low,0.09,0.08,0.02,1,0,1,0.1
0.1438,0,0.22000000000000003,0,0.0,1,0.32,0.06,0.176,0.7,0.06,0.0683,0.1663,low,0.19,0.13,0.09,1,1,1,0.0
0.1661,1,0.13999999999999999,0,0.0,0,0.29,0.03,0.119,0.2,0.0,0.0536,0.0861,low,0.09,0.02,0.09,1,1,1,0.0
0.1846,1,0.06,0,0.01,0,0.19,0.06999999999999999,0.159,0.1,0.02,0.0083,0.0773,low,0.15,0.06,0.11,1,1,1,0.1
0.126,1,0.2,1,0.02,1,0.23,0.02,0.123,0.7,0.1,0.0905,0.1313,mid,0.12,0.11,0.1,1,0,1,0.2
0.0512,1,0.05,1,0.07,0,0.15,0.09,0.083,0.3,0.15,0.0249,0.1849,mid,0.18,0.14,0.15,1,1,1,0.2
0.0581,0,0.22000000000000003,0,0.0,0,0.59,0.06999999999999999,0.185,0.5,0.06,0.0803,0.1613,high,0.19,0.17,0.09,1,0,1,0.2
0.1872,1,0.22999999999999998,0,0.06,0,0.44,0.06999999999999999,0.134,0.3,0.15,0.0459,0.1259,mid,0.09,0.04,0.15,1,0,1,0.2
0.0687,1,0.13,0,0.09,1,0.5,0.06,0.151,0.4,0.2,0.0584,0.1151,high,0.14,0.06,0.08,1,1,0,0.3
0.1062,1,0.25,1,0.06,0,0.1,0.09,0.16,0.1,0.13,0.1596,0.1807,high,0.07,0.03,0.16,1,0,1,0.3
0.1678,1,0.22999999999999998,1,0.11,0,0.07,0.05,0.192,0.1,0.14,0.0418,0.1763,low,0.05,0.03,0.19,1,0,0,0.0
0.1417,1,0.05,0,0.1,1,0.45,0.09,0.166,0.4,0.19,0.0364,0.1029,mid,0.13,0.09,0.12,1,0,1,0.1
0.1074,0,0.24,1,0.02,1,0.09,0.09,0.103,0.6,0.14,0.0946,0.0952,mid,0.13,0.01,0.18,1,1,1,0.1
0.1832,0,0.06999999999999999,0,0.02,0,0.02,0.06,0.09,0.7,0.06,0.0186,0.0654,high,0.18,0.07,0.18,1,0,0,0.2
0.1039,0,0.13,0,0.0,1,0.12,0.08,0.2,0.8,0.0,0.1428,0.1827,mid,0.07,0.01,0.1,1,1,1,0.1
0.1059,0,0.24,0,0.08,0,0.61,0.01,0.134,0.3,0.18,0.1613,0.1916,high,0.15,0.13,0.11,1,1,0,0.3
0.1606,0,0.13999999999999999,0,0.03,0,0.57,0.01,0.154,0.4,0.04,0.1127,0.1924,high,0.13,0.08,0.2,1,0,1,0.3
0.1928,1,0.18,0,0.09,1,0.19,0.1,0.187,0.3,0.2,0.0691,0.158,high,0.07,0.02,0.13,1,1,1,0.3
0.1875,1,0.05,1,0.11,1,0.55,0.06999999999999999,0.091,0.1,0.17,0.1802,0.1942,high,0.07,0.02,0.06,1,0,1,0.3
0.1128,1,0.11000000000000001,0,0.09,1,0.46,0.09,0.135,0.8,0.1,0.0751,0.1582,low,0.05,0.0,0.11,1,0,0,0.1
0.1748,0,0.16999999999999998,1,0.06,1,0.14,0.05,0.146,0.3,0.07,0.0859,0.1234,high,0.16,0.12,0.03,1,0,1,0.3
0.1413,0,0.05,1,0.05,0,0.51,0.03,0.117,0.5,0.11,0.0187,0.0517,high,0.16,0.05,0.02,1,0,0,0.3
0.0825,0,0.05,1,0.0,1,0.23,0.01,0.086,0.2,0.0,0.0206,0.1917,high,0.08,0.06,0.02,1,0,1,0.3
0.1589,1,0.13999999999999999,0,0.03,1,0.26,0.01,0.1,0.8,0.16,0.1673,0.1759,high,0.16,0.08,0.18,1,0,1,0.3
0.0535,1,0.05,1,0.08,1,0.54,0.05,0.145,0.8,0.15,0.071,0.0939,mid,0.14,0.08,0.1,1,0,0,0.2
0.178,1,0.05,0,0.06,0,0.27,0.01,0.19,0.4,0.11,0.1331,0.1463,high,0.19,0.17,0.14,1,1,1,0.3
0.1671,0,0.06,1,0.07,1,0.61,0.01,0.129,0.2,0.11,0.0263,0.0848,mid,0.1,0.04,0.07,1,0,0,0.2
0.1821,0,0.09,0,0.09,1,0.12,0.03,0.114,0.1,0.18,0.0097,0.1803,mid,0.07,0.04,0.06,1,1,1,0.2
0.1076,1,0.26,0,0.03,1,0.38,0.06999999999999999,0.119,0.6,0.08,0.0129,0.0915,low,0.18,0.03,0.09,1,1,0,0.0
0.0532,1,0.08,1,0.03,0,0.08,0.01,0.193,0.5,0.1,0.1213,0.1354,low,0.13,0.05,0.08,1,1,0,0.0
0.0777,1,0.26,0,0.03,0,0.3,0.09,0.148,0.5,0.17,0.0189,0.1143,high,0.14,0.1,0.07,1,0,0,0.3
0.1217,1,0.05,0,0.03,0,0.17,0.05,0.182,0.4,0.13,0.0628,0.0632,mid,0.07,0.03,0.09,1,0,1,0.1
0.1656,1,0.16,1,0.0,0,0.16,0.1,0.117,0.7,0.02,0.032,0.0899,high,0.14,0.03,0.2,1,1,1,0.2
0.1185,0,0.19,0,0.0,0,0.31,0.04,0.152,0.8,0.07,0.0837,0.1642,mid,0.16,0.02,0.03,1,1,1,0.2
0.0577,0,0.24,0,0.08,1,0.37,0.09,0.161,0.6,0.2,0.1087,0.145,low,0.11,0.07,0.19,1,1,1,0.0
0.0737,1,0.24,1,0.07,0,0.49,0.06,0.193,0.4,0.16,0.0781,0.1463,high,0.07,0.0,0.1,1,1,0,0.2
0.0704,0,0.22000000000000003,1,0.04,0,0.53,0.02,0.186,0.6,0.06,0.0251,0.1013,high,0.07,0.01,0.15,1,1,1,0.2
0.0525,1,0.05,1,0.05,0,0.51,0.05,0.137,0.8,0.11,0.0262,0.1587,mid,0.18,0.03,0.12,1,1,0,0.1
0.0504,1,0.05,1,0.05,0,0.16,0.01,0.166,0.1,0.09,0.0767,0.1665,low,0.17,0.15,0.15,1,0,1,0.0
0.0793,0,0.12,1,0.01,1,0.38,0.06,0.176,0.4,0.07,0.1226,0.1815,high,0.06,0.01,0.12,1,1,1,0.3
0.0569,0,0.06,1,0.02,0,0.39,0.01,0.184,0.8,0.09,0.0389,0.0739,high,0.07,0.06,0.07,1,0,1,0.1
0.159,0,0.19,1,0.03,1,0.21,0.1,0.16,0.5,0.18,0.092,0.0963,mid,0.11,0.04,0.04,1,0,1,0.1
0.0707,0,0.05,0,0.0,1,0.16,0.01,0.194,0.2,0.0,0.1027,0.1508,mid,0.17,0.14,0.12,1,1,1,0.1
0.0767,0,0.19,0,0.16,1,0.19,0.02,0.185,0.6,0.17,0.0271,0.1,mid,0.06,0.01,0.06,1,1,1,0.1
0.135,1,0.05,1,0.0,1,0.5,0.08,0.181,0.8,0.04,0.0369,0.0544,mid,0.15,0.01,0.08,1,1,0,0.1
0.1117,1,0.06,1,0.0,0,0.31,0.02,0.146,0.2,0.07,0.1258,0.1627,mid,0.08,0.07,0.14,1,1,1,0.2
0.0641,1,0.11000000000000001,0,0.0,1,0.07,0.09,0.192,0.1,0.03,0.0417,0.0759,high,0.07,0.05,0.19,1,1,1,0.2
0.1002,0,0.08,1,0.0,1,0.35,0.05,0.083,0.2,0.04,0.1345,0.1416,mid,0.16,0.05,0.19,1,0,1,0.1
0.1408,1,0.21000000000000002,1,0.1,0,0.45,0.09,0.089,0.5,0.14,0.0613,0.1088,high,0.08,0.06,0.03,1,0,1,0.3
0.19,1,0.2,1,0.01,0,0.41,0.05,0.19,0.8,0.06,0.0912,0.1596,low,0.05,0.01,0.04,1,1,1,0.1
0.0726,0,0.29,0,0.0,0,0.43,0.01,0.101,0.8,0.0,0.0666,0.076,low,0.17,0.02,0.08,1,1,0,0.0
0.1544,0,0.22999999999999998,0,0.12,1,0.45,0.01,0.113,0.8,0.2,0.0236,0.0857,low,0.08,0.07,0.18,1,1,0,0.1
0.1454,1,0.16,0,0.06,1,0.21,0.02,0.16,0.4,0.1,0.0186,0.11,low,0.14,0.1,0.1,1,1,1,0.0
0.123,1,0.22000000000000003,1,0.06,0,0.26,0.08,0.123,0.5,0.07,0.0416,0.0676,low,0.11,0.05,0.09,1,1,1,0.0
0.1552,0,0.12,0,0.1,1,0.53,0.03,0.18,0.8,0.18,0.043,0.0658,mid,0.13,0.06,0.12,1,0,0,0.2
0.1519,0,0.21000000000000002,0,0.0,0,0.32,0.06999999999999999,0.2,0.1,0.1,0.0168,0.1239,high,0.11,0.1,0.15,1,1,0,0.2
0.0723,1,0.19,0,0.04,0,0.3,0.03,0.102,0.1,0.07,0.1467,0.1901,mid,0.19,0.09,0.17,1,1,1,0.2
0.1191,0,0.24,1,0.02,0,0.13,0.09,0.169,0.1,0.07,0.0179,0.1813,low,0.14,0.06,0.08,1,1,1,0.0
0.1168,0,0.13,0,0.09,0,0.61,0.01,0.09,0.8,0.1,0.0159,0.1578,high,0.09,0.04,0.17,1,0,1,0.3
0.1229,0,0.05,1,0.15,0,0.14,0.08,0.191,0.2,0.16,0.012,0.1878,mid,0.17,0.06,0.17,1,0,1,0.1
0.1758,1,0.05,0,0.11,1,0.13,0.06,0.19,0.8,0.14,0.0762,0.1864,mid,0.06,0.02,0.15,1,0,0,0.2
0.129,0,0.05,0,0.0,0,0.03,0.01,0.143,0.6,0.04,0.06,0.1109,low,0.09,0.08,0.15,1,1,1,0.1
0.0574,0,0.27999999999999997,1,0.16,0,0.38,0.01,0.09,0.6,0.17,0.0286,0.1171,high,0.08,0.07,0.1,1,1,0,0.2
0.1271,1,0.05,0,0.12,0,0.32,0.01,0.113,0.7,0.15,0.135,0.1949,low,0.15,0.14,0.14,1,0,1,0.0
0.117,1,0.12,0,0.04,0,0.3,0.04,0.083,0.8,0.15,0.0027,0.1722,low,0.06,0.04,0.08,1,1,0,0.0
0.1269,1,0.13,0,0.14,0,0.52,0.08,0.118,0.2,0.15,0.1597,0.192,low,0.18,0.05,0.05,1,0,0,0.1
0.1288,0,0.27999999999999997,1,0.15,0,0.5,0.01,0.121,0.2,0.2,0.1177,0.1809,high,0.17,0.06,0.02,1,0,0,0.3
0.1366,1,0.06999999999999999,1,0.0,1,0.34,0.01,0.15,0.2,0.09,0.0402,0.0964,high,0.13,0.11,0.03,1,0,0,0.3
0.1572,1,0.08,1,0.07,1,0.08,0.08,0.169,0.5,0.08,0.0577,0.1237,high,0.06,0.03,0.1,1,1,1,0.3
0.1627,0,0.09,1,0.09,1,0.32,0.01,0.18,0.6,0.16,0.0052,0.1082,high,0.12,0.06,0.16,1,1,0,0.3
0.1701,1,0.05,0,0.13,1,0.46,0.09,0.115,0.2,0.15,0.0364,0.0828,high,0.11,0.0,0.1,1,1,0,0.3
0.19,1,0.05,1,0.0,1,0.55,0.09,0.171,0.1,0.01,0.0934,0.1241,high,0.15,0.05,0.18,1,0,1,0.3
0.1974,0,0.1,0,0.04,0,0.24,0.03,0.08,0.7,0.13,0.025,0.0545,low,0.07,0.04,0.06,1,0,1,0.0
0.1197,1,0.05,1,0.09,0,0.2,0.01,0.129,0.5,0.1,0.0214,0.171,high,0.19,0.07,0.14,1,1,1,0.2
0.0587,1,0.22999999999999998,1,0.04,0,0.06,0.06999999999999999,0.17,0.1,0.16,0.0612,0.1793,high,0.09,0.02,0.14,1,1,0,0.2
0.0934,0,0.11000000000000001,0,0.07,0,0.24,0.08,0.112,0.5,0.12,0.1111,0.1463,low,0.12,0.07,0.09,1,0,1,0.0
0.1195,0,0.2,1,0.01,1,0.23,0.01,0.082,0.4,0.09,0.0163,0.11,low,0.13,0.09,0.17,1,0,0,0.0
0.1853,1,0.1,0,0.02,0,0.23,0.04,0.092,0.1,0.15,0.0202,0.1951,high,0.14,0.04,0.17,1,0,0,0.3
0.1164,0,0.1,0,0.04,1,0.19,0.09,0.095,0.8,0.18,0.0729,0.1704,high,0.15,0.03,0.03,1,0,1,0.3
0.1512,1,0.05,0,0.08,1,0.18,0.01,0.088,0.3,0.17,0.1079,0.1897,high,0.12,0.1,0.06,1,1,1,0.3
0.1232,0,0.29,1,0.01,1,0.24,0.03,0.169,0.5,0.17,0.0361,0.0809,low,0.16,0.1,0.16,1,0,0,0.0
0.1813,1,0.06,1,0.0,1,0.05,0.02,0.198,0.3,0.08,0.0338,0.1306,low,0.09,0.03,0.14,1,1,0,0.0
0.0946,1,0.26,1,0.16,0,0.05,0.01,0.166,0.3,0.2,0.1698,0.1771,high,0.15,0.07,0.04,1,1,0,0.3
0.0739,1,0.22999999999999998,1,0.02,1,0.58,0.01,0.088,0.3,0.04,0.1052,0.1536,low,0.07,0.06,0.06,1,0,1,0.0
0.0704,1,0.27,0,0.08,1,0.29,0.02,0.08,0.1,0.1,0.1108,0.1509,low,0.09,0.03,0.1,1,1,1,0.0
0.1663,1,0.05,0,0.0,0,0.4,0.06,0.147,0.4,0.15,0.0951,0.1545,low,0.08,0.05,0.15,1,0,0,0.1
0.1966,1,0.13999999999999999,1,0.02,0,0.4,0.09,0.185,0.8,0.18,0.1197,0.1987,low,0.11,0.02,0.2,1,1,0,0.2
0.1219,0,0.1,1,0.0,0,0.17,0.06999999999999999,0.196,0.5,0.04,0.0473,0.1022,low,0.11,0.03,0.06,1,1,1,0.0
0.0612,1,0.06999999999999999,0,0.06,0,0.35,0.06,0.181,0.5,0.12,0.1294,0.1337,high,0.14,0.09,0.06,1,0,0,0.2
0.1658,1,0.13999999999999999,0,0.0,1,0.39,0.06999999999999999,0.182,0.1,0.05,0.041,0.0522,high,0.1,0.01,0.15,1,0,1,0.3
0.1263,0,0.05,0,0.12,0,0.64,0.03,0.175,0.5,0.18,0.0178,0.1883,low,0.14,0.03,0.17,1,0,1,0.1
0.1395,1,0.27999999999999997,0,0.0,1,0.55,0.06,0.118,0.3,0.01,0.0782,0.1787,high,0.11,0.02,0.16,1,1,0,0.3
0.0621,1,0.27,1,0.0,0,0.54,0.01,0.151,0.4,0.2,0.0434,0.091,high,0.06,0.01,0.05,1,1,1,0.2
0.0652,0,0.05,1,0.01,0,0.58,0.06,0.142,0.3,0.02,0.0464,0.0781,low,0.18,0.12,0.09,1,0,1,0.0
0.1175,0,0.06,0,0.1,0,0.25,0.01,0.145,0.2,0.12,0.0137,0.1501,high,0.09,0.04,0.12,1,0,0,0.2
0.0561,1,0.1,0,0.0,0,0.11,0.01,0.163,0.8,0.1,0.0492,0.1176,high,0.16,0.02,0.05,1,1,1,0.2
0.1137,0,0.22000000000000003,0,0.06,1,0.03,0.09,0.173,0.5,0.07,0.125,0.1285,low,0.15,0.14,0.17,1,0,0,0.0
0.1835,1,0.22999999999999998,0,0.04,1,0.11,0.01,0.193,0.7,0.13,0.0385,0.0583,low,0.18,0.17,0.14,1,0,0,0.0
0.117,0,0.29,1,0.02,0,0.4,0.04,0.169,0.6,0.05,0.0427,0.0684,mid,0.16,0.08,0.02,1,1,1,0.1
0.1595,1,0.08,1,0.0,1,0.44,0.06999999999999999,0.085,0.4,0.2,0.1024,0.1838,high,0.14,0.1,0.09,1,0,1,0.3
0.1719,1,0.2,0,0.0,0,0.12,0.03,0.122,0.8,0.07,0.024,0.0904,low,0.06,0.03,0.05,1,0,0,0.0
0.177,0,0.22999999999999998,1,0.0,0,0.07,0.08,0.128,0.7,0.06,0.0886,0.1552,mid,0.06,0.01,0.17,1,0,0,0.1
0.1312,0,0.05,1,0.0,1,0.28,0.08,0.163,0.2,0.0,0.1233,0.1854,low,0.17,0.16,0.14,1,0,0,0.1
0.1878,0,0.15,1,0.05,1,0.56,0.03,0.139,0.5,0.13,0.0183,0.0559,mid,0.08,0.02,0.03,1,1,1,0.2
0.1871,1,0.2,0,0.07,1,0.2,0.01,0.081,0.7,0.14,0.0088,0.1682,mid,0.13,0.12,0.12,1,1,1,0.2
0.0922,0,0.15,1,0.01,1,0.35,0.09,0.188,0.7,0.15,0.1016,0.1383,low,0.19,0.06,0.04,1,1,1,0.0
0.1975,1,0.15,0,0.06,1,0.16,0.09,0.128,0.8,0.11,0.008,0.0655,high,0.05,0.04,0.13,1,1,0,0.2
0.1212,0,0.26,0,0.01,1,0.46,0.03,0.102,0.4,0.08,0.0611,0.1715,mid,0.14,0.03,0.04,1,1,1,0.2
0.143,1,0.09,0,0.03,0,0.56,0.01,0.179,0.3,0.05,0.0569,0.0906,low,0.17,0.08,0.17,1,0,1,0.0
0.1958,1,0.19,1,0.0,0,0.04,0.02,0.19,0.2,0.03,0.0304,0.0637,low,0.16,0.05,0.03,1,0,0,0.1
0.1836,1,0.21000000000000002,1,0.0,1,0.3,0.02,0.184,0.7,0.15,0.0276,0.123,high,0.07,0.03,0.05,1,1,0,0.3
0.0557,1,0.16,0,0.0,0,0.24,0.05,0.125,0.3,0.0,0.1131,0.1315,low,0.12,0.08,0.03,1,0,1,0.0
0.0539,1,0.06,1,0.09,0,0.21,0.01,0.145,0.7,0.14,0.0551,0.0599,high,0.14,0.05,0.09,1,0,0,0.2
0.088,0,0.05,1,0.01,0,0.44,0.05,0.172,0.8,0.15,0.0436,0.1302,high,0.08,0.07,0.06,1,1,1,0.2
0.1369,1,0.18,1,0.06,0,0.34,0.05,0.162,0.1,0.07,0.0553,0.0727,high,0.18,0.04,0.18,1,1,1,0.3
0.1109,1,0.27,1,0.01,0,0.39,0.04,0.098,0.1,0.09,0.1391,0.1787,mid,0.15,0.1,0.07,1,1,1,0.1
0.0843,0,0.18,1,0.0,0,0.16,0.01,0.166,0.5,0.06,0.0981,0.1096,high,0.12,0.01,0.2,1,0,1,0.3
0.0598,0,0.22999999999999998,1,0.07,0,0.21,0.06999999999999999,0.196,0.2,0.1,0.068,0.1173,high,0.08,0.04,0.07,1,0,1,0.2
0.0972,1,0.27,1,0.01,0,0.05,0.1,0.126,0.4,0.02,0.0687,0.0816,high,0.12,0.07,0.19,1,0,1,0.2
0.1944,1,0.05,0,0.05,1,0.36,0.01,0.197,0.6,0.18,0.106,0.197,low,0.17,0.14,0.13,1,1,0,0.1
0.1225,0,0.06999999999999999,1,0.0,1,0.02,0.06,0.138,0.7,0.01,0.0217,0.1101,mid,0.12,0.11,0.15,1,1,0,0.2
0.0644,1,0.13,1,0.07,1,0.3,0.05,0.114,0.1,0.16,0.114,0.1654,mid,0.09,0.0,0.19,1,0,1,0.2
0.1919,0,0.15,0,0.05,1,0.48,0.08,0.15,0.4,0.06,0.0304,0.1191,low,0.19,0.13,0.12,1,0,1,0.1
0.0501,0,0.22999999999999998,0,0.12,1,0.54,0.03,0.131,0.4,0.19,0.0504,0.1089,mid,0.13,0.12,0.02,1,0,1,0.1
0.162,1,0.22000000000000003,1,0.0,1,0.3,0.02,0.185,0.3,0.03,0.0832,0.1033,low,0.06,0.0,0.18,1,0,0,0.0
0.1227,1,0.11000000000000001,1,0.0,0,0.34,0.02,0.13,0.3,0.03,0.0935,0.1781,low,0.07,0.03,0.12,1,1,1,0.1
0.1359,1,0.05,1,0.01,1,0.58,0.05,0.107,0.6,0.03,0.0446,0.0901,low,0.16,0.08,0.04,1,1,1,0.0
0.1914,0,0.06999999999999999,0,0.01,0,0.35,0.06,0.118,0.8,0.02,0.0942,0.1701,low,0.17,0.01,0.08,1,0,1,0.1
0.1645,1,0.18,0,0.01,0,0.21,0.06999999999999999,0.123,0.7,0.02,0.0897,0.1308,low,0.1,0.08,0.2,1,0,0,0.0
0.1063,1,0.11000000000000001,0,0.0,1,0.26,0.08,0.101,0.5,0.02,0.1208,0.1232,high,0.17,0.16,0.05,1,0,1,0.3
0.0946,0,0.21000000000000002,0,0.0,1,0.19,0.02,0.154,0.8,0.0,0.0159,0.063,mid,0.07,0.04,0.16,1,1,0,0.1
0.1231,0,0.12,1,0.05,0,0.54,0.08,0.185,0.3,0.1,0.0632,0.1184,mid,0.05,0.03,0.06,1,1,0,0.1
0.1397,0,0.29,1,0.13,0,0.09,0.05,0.087,0.6,0.18,0.1308,0.1991,high,0.12,0.01,0.11,1,1,1,0.3
0.0701,1,0.06999999999999999,0,0.07,0,0.15,0.05,0.16,0.3,0.11,0.1002,0.1256,mid,0.06,0.03,0.17,1,1,1,0.1
0.057,1,0.05,1,0.02,0,0.09,0.03,0.111,0.7,0.05,0.1331,0.1917,high,0.14,0.1,0.14,1,0,0,0.3
0.1993,1,0.05,0,0.1,1,0.27,0.03,0.147,0.8,0.11,0.015,0.051,mid,0.14,0.0,0.09,1,0,0,0.2
0.0955,0,0.05,1,0.04,0,0.43,0.09,0.143,0.5,0.08,0.1248,0.1511,low,0.12,0.09,0.09,1,1,1,0.1
0.0924,0,0.05,1,0.0,1,0.47,0.03,0.167,0.8,0.06,0.0108,0.1813,mid,0.17,0.15,0.12,1,0,0,0.1
0.06,0,0.05,0,0.0,0,0.14,0.08,0.112,0.5,0.02,0.032,0.0747,mid,0.18,0.0,0.09,1,0,0,0.0
0.0518,0,0.08,1,0.0,0,0.03,0.01,0.178,0.7,0.01,0.0437,0.1947,high,0.05,0.0,0.08,1,0,1,0.2
0.1063,1,0.25,0,0.0,1,0.31,0.09,0.095,0.6,0.1,0.0295,0.0935,low,0.16,0.06,0.05,1,1,0,0.0
0.092,1,0.05,0,0.02,0,0.46,0.08,0.149,0.3,0.03,0.1058,0.1421,mid,0.06,0.0,0.02,1,0,1,0.2
0.1715,0,0.19,0,0.04,1,0.03,0.01,0.171,0.5,0.06,0.0079,0.1652,low,0.07,0.04,0.13,1,0,0,0.0
0.1841,1,0.13,1,0.06,0,0.14,0.06,0.167,0.8,0.08,0.0593,0.0672,mid,0.07,0.01,0.18,1,0,1,0.2
0.0543,1,0.05,1,0.04,1,0.6,0.06999999999999999,0.132,0.5,0.07,0.0693,0.1031,low,0.14,0.0,0.05,1,1,0,0.0
0.1762,1,0.27,1,0.13,1,0.25,0.09,0.189,0.1,0.14,0.03,0.0527,mid,0.14,0.1,0.2,1,1,1,0.1
0.1112,1,0.05,1,0.01,0,0.53,0.06,0.121,0.4,0.16,0.0234,0.0739,high,0.07,0.03,0.2,1,1,0,0.3
0.0709,1,0.2,1,0.0,0,0.35,0.01,0.136,0.1,0.0,0.1545,0.1596,mid,0.12,0.09,0.16,1,1,1,0.1
0.1315,1,0.26,0,0.07,0,0.64,0.08,0.128,0.7,0.16,0.0059,0.0575,high,0.06,0.03,0.13,1,0,0,0.2
0.1762,1,0.25,0,0.1,1,0.15,0.03,0.107,0.8,0.11,0.1103,0.1364,mid,0.08,0.03,0.11,1,1,0,0.2
0.1462,1,0.16999999999999998,1,0.01,0,0.25,0.02,0.182,0.7,0.18,0.0091,0.1478,low,0.15,0.05,0.13,1,0,1,0.0
0.0571,0,0.16,1,0.08,0,0.35,0.02,0.186,0.7,0.2,0.0177,0.1282,mid,0.13,0.05,0.08,1,1,0,0.1
0.0666,1,0.05,1,0.07,1,0.54,0.04,0.081,0.3,0.13,0.0058,0.1353,low,0.15,0.09,0.09,1,1,1,0.0
0.1994,0,0.15,1,0.02,1,0.07,0.05,0.146,0.8,0.07,0.0447,0.1435,high,0.07,0.0,0.2,1,0,1,0.3
0.1583,1,0.21000000000000002,1,0.11,0,0.14,0.06999999999999999,0.148,0.7,0.16,0.0942,0.1651,mid,0.17,0.13,0.02,1,0,1,0.2
0.1778,0,0.13999999999999999,1,0.03,1,0.45,0.1,0.132,0.4,0.17,0.0088,0.0516,mid,0.15,0.13,0.09,1,1,0,0.1
0.1926,1,0.11000000000000001,0,0.13,1,0.5,0.02,0.179,0.6,0.17,0.0371,0.1,high,0.17,0.12,0.17,1,1,0,0.3
0.0966,1,0.06,0,0.09,1,0.5,0.02,0.117,0.4,0.1,0.1446,0.1754,mid,0.1,0.01,0.05,1,0,1,0.2
0.0568,0,0.2,0,0.01,0,0.36,0.03,0.179,0.3,0.04,0.0181,0.1703,low,0.17,0.09,0.09,1,0,0,0.0
0.1897,0,0.3,0,0.01,1,0.21,0.05,0.192,0.8,0.02,0.1311,0.1935,low,0.17,0.06,0.03,1,1,1,0.0
0.1695,0,0.05,1,0.06,1,0.46,0.06999999999999999,0.2,0.3,0.09,0.1791,0.1898,low,0.16,0.13,0.15,1,1,1,0.1
0.1623,1,0.12,0,0.06,1,0.61,0.09,0.12,0.7,0.12,0.1568,0.1832,mid,0.12,0.1,0.17,1,1,0,0.2
0.0914,1,0.05,0,0.0,1,0.26,0.06999999999999999,0.147,0.4,0.0,0.0706,0.0721,low,0.12,0.09,0.02,1,1,1,0.0
0.1721,1,0.05,1,0.04,1,0.33,0.05,0.128,0.4,0.05,0.0871,0.1048,low,0.19,0.02,0.05,1,1,1,0.0
